"ATM","AccountID","Location","TransAmt","TransDate","TransNo"
"19","","Linden Avenue",110.00,"2001/06/08","316115"
"19","797352","Linden Avenue",280.00,"2001/06/08","316116"
"21","35189","Congress Street",20.00,"2001/06/08","316117"
"16","176437","Oak Street",320.00,"2001/06/08","316118"
"27","","Robson Street",5465.98,"2001/06/08","316119"
"21","113236","Congress Street",5097.31,"2001/06/08","316120"
"22","65003","Eighth Avenue",230.00,"2001/06/08","316121"
"21","","Congress Street",70.00,"2001/06/08","316122"
"27","230575","Robson Street",30.00,"2001/06/08","316123"
"23","231494","Magnolia Way",347.95,"2001/06/08","316124"
"27","","Robson Street",6672.72,"2001/06/08","316125"
"27","869033","Robson Street",270.00,"2001/06/08","316126"
"27","797352","Robson Street",490.00,"2001/06/08","316127"
"27","739622","Robson Street",480.00,"2001/06/08","316128"
"27","559491","Robson Street",130.00,"2001/06/08","316129"
"27","463451","Robson Street",350.00,"2001/06/08","316130"
"22","914508","Eighth Avenue",2345.93,"2001/06/08","316131"
"27","297397","Robson Street",460.00,"2001/06/08","316132"
"22","284354","Eighth Avenue",330.00,"2001/06/08","316133"
"19","444413","Linden Avenue",370.00,"2001/06/08","316134"
"23","230575","Magnolia Way",470.00,"2001/06/08","316135"
"22","65003","Eighth Avenue",1388.70,"2001/06/08","316136"
"27","739622","Robson Street",100.00,"2001/06/08","316137"
"27","","Robson Street",310.00,"2001/06/08","316138"
"28","","Lamar Boulevard",5782.59,"2001/06/08","316139"
"19","56016","Linden Avenue",3719.37,"2001/06/08","316140"
"22","797352","Eighth Avenue",8706.08,"2001/06/08","316141"
"22","811002","Eighth Avenue",370.00,"2001/06/08","316142"
"28","359310","Lamar Boulevard",350.00,"2001/06/08","316143"
"19","","Linden Avenue",210.00,"2001/06/08","316144"
"27","797352","Robson Street",340.00,"2001/06/08","316145"
"23","641464","Magnolia Way",110.00,"2001/06/08","316146"
"21","269267","Congress Street",5076.48,"2001/06/08","316147"
"16","559491","Oak Street",470.00,"2001/06/08","316148"
"27","444413","Robson Street",3122.73,"2001/06/08","316149"
"27","","Robson Street",3587.05,"2001/06/08","316150"
"27","297397","Robson Street",60.00,"2001/06/08","316151"
"23","","Magnolia Way",280.00,"2001/06/08","316152"
"19","519311","Linden Avenue",280.00,"2001/06/08","316153"
"23","878035","Magnolia Way",8395.76,"2001/06/08","316154"
"27","","Robson Street",1422.06,"2001/06/08","316155"
"28","269267","Lamar Boulevard",190.00,"2001/06/08","316156"
"27","","Robson Street",5186.81,"2001/06/08","316157"
"27","641464","Robson Street",400.00,"2001/06/08","316158"
"19","","Linden Avenue",260.00,"2001/06/08","316159"
"22","301037","Eighth Avenue",120.00,"2001/06/08","316160"
"22","","Eighth Avenue",30.00,"2001/06/08","316161"
"27","","Robson Street",450.00,"2001/06/08","316162"
"16","","Oak Street",220.00,"2001/06/08","316163"
"27","284354","Robson Street",220.00,"2001/06/08","316164"
"28","","Lamar Boulevard",480.00,"2001/06/08","316165"
"22","564291","Eighth Avenue",8272.18,"2001/06/08","316166"
"16","","Oak Street",8801.60,"2001/06/08","316167"
"27","820025","Robson Street",150.00,"2001/06/08","316168"
"16","519311","Oak Street",60.00,"2001/06/08","316169"
"19","301037","Linden Avenue",989.60,"2001/06/08","316170"
"27","264629","Robson Street",3435.64,"2001/06/08","316171"
"27","463451","Robson Street",170.00,"2001/06/08","316172"
"28","","Lamar Boulevard",440.00,"2001/06/08","316173"
"19","222006","Linden Avenue",3385.40,"2001/06/08","316174"
"27","35189","Robson Street",859.70,"2001/06/08","316175"
"28","","Lamar Boulevard",5371.84,"2001/06/08","316176"
"27","250402","Robson Street",4038.32,"2001/06/08","316177"
"27","81559","Robson Street",5102.78,"2001/06/08","316178"
"23","513574","Magnolia Way",8601.98,"2001/06/08","316179"
"19","","Linden Avenue",90.00,"2001/06/08","316180"
"22","113236","Eighth Avenue",350.00,"2001/06/08","316181"
"22","811002","Eighth Avenue",50.00,"2001/06/08","316182"
"27","231494","Robson Street",200.00,"2001/06/08","316183"
"22","301037","Eighth Avenue",420.00,"2001/06/08","316184"
"22","202028","Eighth Avenue",4818.98,"2001/06/08","316185"
"23","97627","Magnolia Way",9485.42,"2001/06/08","316186"
"22","90398","Eighth Avenue",410.00,"2001/06/08","316187"
"23","994403","Magnolia Way",264.37,"2001/06/08","316188"
"28","264629","Lamar Boulevard",10.00,"2001/06/08","316189"
"22","230575","Eighth Avenue",230.00,"2001/06/08","316190"
"27","113236","Robson Street",8991.02,"2001/06/08","316191"
"16","739622","Oak Street",6206.23,"2001/06/08","316192"
"19","222006","Linden Avenue",8492.73,"2001/06/08","316193"
"19","","Linden Avenue",390.00,"2001/06/08","316194"
"22","35189","Eighth Avenue",500.00,"2001/06/08","316195"
"22","","Eighth Avenue",2942.57,"2001/06/08","316196"
"27","","Robson Street",400.00,"2001/06/08","316197"
"27","90398","Robson Street",500.00,"2001/06/08","316198"
"27","559491","Robson Street",7553.31,"2001/06/08","316199"
"28","329169","Lamar Boulevard",490.00,"2001/06/08","316200"
"22","","Eighth Avenue",380.00,"2001/06/08","316201"
"28","","Lamar Boulevard",9182.95,"2001/06/08","316202"
"21","97627","Congress Street",1963.27,"2001/06/08","316203"
"16","641464","Oak Street",340.00,"2001/06/08","316204"
"23","56016","Magnolia Way",450.00,"2001/06/08","316205"
"27","359310","Robson Street",400.00,"2001/06/08","316206"
"27","641464","Robson Street",450.00,"2001/06/08","316207"
"22","513574","Eighth Avenue",140.00,"2001/06/08","316208"
"19","35189","Linden Avenue",140.00,"2001/06/08","316209"
"19","","Linden Avenue",450.00,"2001/06/08","316210"
"27","938010","Robson Street",100.00,"2001/06/08","316211"
"21","329169","Congress Street",360.00,"2001/06/08","316212"
"23","559491","Magnolia Way",450.00,"2001/06/08","316213"
"19","202028","Linden Avenue",440.00,"2001/06/08","316214"
"23","812465","Magnolia Way",90.00,"2001/06/08","316215"
"28","176437","Lamar Boulevard",4959.37,"2001/06/08","316216"
"22","","Eighth Avenue",8934.57,"2001/06/08","316217"
"23","","Magnolia Way",470.00,"2001/06/08","316218"
"23","444413","Magnolia Way",4676.60,"2001/06/08","316219"
"19","559491","Linden Avenue",4550.62,"2001/06/08","316220"
"19","","Linden Avenue",9622.47,"2001/06/08","316221"
"27","","Robson Street",8587.78,"2001/06/08","316222"
"27","176437","Robson Street",130.00,"2001/06/08","316223"
"22","564291","Eighth Avenue",7750.20,"2001/06/08","316224"
"27","","Robson Street",120.00,"2001/06/08","316225"
"27","","Robson Street",160.00,"2001/06/08","316226"
"27","501657","Robson Street",140.00,"2001/06/08","316227"
"22","820025","Eighth Avenue",250.00,"2001/06/08","316228"
"19","797352","Linden Avenue",330.00,"2001/06/08","316229"
"19","","Linden Avenue",9119.45,"2001/06/08","316230"
"21","501657","Congress Street",20.00,"2001/06/08","316231"
"19","","Linden Avenue",4348.46,"2001/06/08","316232"
"16","815062","Oak Street",180.00,"2001/06/08","316233"
"21","739622","Congress Street",110.00,"2001/06/08","316234"
"27","297397","Robson Street",290.00,"2001/06/08","316235"
"28","","Lamar Boulevard",8302.53,"2001/06/08","316236"
"27","","Robson Street",400.00,"2001/06/08","316237"
"22","444413","Eighth Avenue",460.00,"2001/06/08","316238"
"27","231494","Robson Street",3620.57,"2001/06/08","316239"
"16","297397","Oak Street",260.00,"2001/06/08","316240"
"27","301037","Robson Street",9101.99,"2001/06/08","316241"
"27","812465","Robson Street",735.23,"2001/06/08","316242"
"23","504356","Magnolia Way",430.00,"2001/06/08","316243"
"27","","Robson Street",147.93,"2001/06/08","316244"
"23","812465","Magnolia Way",7521.03,"2001/06/08","316245"
"27","501657","Robson Street",240.00,"2001/06/08","316246"
"27","513574","Robson Street",220.00,"2001/06/08","316247"
"19","463451","Linden Avenue",2990.91,"2001/06/08","316248"
"27","878035","Robson Street",8141.56,"2001/06/08","316249"
"23","","Magnolia Way",831.87,"2001/06/08","316250"
"28","641464","Lamar Boulevard",134.36,"2001/06/08","316251"
"22","35189","Eighth Avenue",280.00,"2001/06/08","316252"
"27","501657","Robson Street",70.00,"2001/06/08","316253"
"23","641464","Magnolia Way",50.00,"2001/06/08","316254"
"23","","Magnolia Way",40.00,"2001/06/08","316255"
"23","504356","Magnolia Way",8757.06,"2001/06/08","316256"
"16","","Oak Street",220.00,"2001/06/08","316257"
"22","504356","Eighth Avenue",5946.34,"2001/06/08","316258"
"27","","Robson Street",180.00,"2001/06/08","316259"
"23","113236","Magnolia Way",5880.07,"2001/06/08","316260"
"23","812465","Magnolia Way",5694.69,"2001/06/08","316261"
"22","","Eighth Avenue",6042.62,"2001/06/08","316262"
"21","","Congress Street",9044.00,"2001/06/08","316263"
"23","815062","Magnolia Way",290.00,"2001/06/08","316264"
"22","297397","Eighth Avenue",370.00,"2001/06/08","316265"
"27","","Robson Street",440.00,"2001/06/08","316266"
"27","222006","Robson Street",4284.49,"2001/06/08","316267"
"27","519311","Robson Street",60.00,"2001/06/08","316268"
"21","512328","Congress Street",6177.66,"2001/06/08","316269"
"21","269267","Congress Street",250.00,"2001/06/08","316270"
"19","820025","Linden Avenue",320.00,"2001/06/08","316271"
"23","56016","Magnolia Way",60.00,"2001/06/08","316272"
"27","","Robson Street",5931.08,"2001/06/08","316273"
"27","","Robson Street",2796.79,"2001/06/08","316274"
"27","","Robson Street",9288.92,"2001/06/08","316275"
"23","230575","Magnolia Way",370.00,"2001/06/08","316276"
"19","56016","Linden Avenue",653.65,"2001/06/08","316277"
"16","739622","Oak Street",6087.46,"2001/06/08","316278"
"23","938010","Magnolia Way",3834.97,"2001/06/08","316279"
"23","81559","Magnolia Way",80.00,"2001/06/08","316280"
"28","","Lamar Boulevard",70.00,"2001/06/08","316281"
"22","504356","Eighth Avenue",260.00,"2001/06/08","316282"
"27","202028","Robson Street",60.00,"2001/06/08","316283"
"21","81559","Congress Street",2806.21,"2001/06/08","316284"
"27","","Robson Street",1039.28,"2001/06/08","316285"
"19","90398","Linden Avenue",410.00,"2001/06/08","316286"
"16","","Oak Street",8155.56,"2001/06/08","316287"
"27","512328","Robson Street",5016.47,"2001/06/08","316288"
"22","","Eighth Avenue",410.00,"2001/06/08","316289"
"27","","Robson Street",450.00,"2001/06/08","316290"
"27","","Robson Street",3679.54,"2001/06/08","316291"
"23","","Magnolia Way",470.00,"2001/06/08","316292"
"22","359310","Eighth Avenue",8050.97,"2001/06/08","316293"
"28","504356","Lamar Boulevard",4245.59,"2001/06/08","316294"
"27","811002","Robson Street",480.00,"2001/06/08","316295"
"22","65003","Eighth Avenue",6231.07,"2001/06/08","316296"
"21","329169","Congress Street",150.00,"2001/06/08","316297"
"19","562270","Linden Avenue",2235.30,"2001/06/08","316298"
"21","","Congress Street",50.00,"2001/06/08","316299"
"27","65003","Robson Street",8435.80,"2001/06/08","316300"
"22","56016","Eighth Avenue",9679.00,"2001/06/08","316301"
"22","","Eighth Avenue",360.00,"2001/06/08","316302"
"27","463451","Robson Street",330.00,"2001/06/08","316303"
"22","","Eighth Avenue",280.00,"2001/06/08","316304"
"19","329169","Linden Avenue",2317.99,"2001/06/08","316305"
"21","","Congress Street",500.00,"2001/06/08","316306"
"22","","Eighth Avenue",1808.76,"2001/06/08","316307"
"28","878035","Lamar Boulevard",300.00,"2001/06/08","316308"
"21","739622","Congress Street",3779.35,"2001/06/08","316309"
"22","97627","Eighth Avenue",430.00,"2001/06/08","316310"
"27","","Robson Street",4731.35,"2001/06/08","316311"
"27","97627","Robson Street",353.59,"2001/06/08","316312"
"23","815062","Magnolia Way",882.04,"2001/06/08","316313"
"27","297397","Robson Street",240.00,"2001/06/08","316314"
"27","","Robson Street",40.00,"2001/06/08","316315"
"27","512328","Robson Street",270.00,"2001/06/08","316316"
"27","795401","Robson Street",628.74,"2001/06/08","316317"
"22","","Eighth Avenue",220.00,"2001/06/08","316318"
"23","797352","Magnolia Way",7741.92,"2001/06/08","316319"
"27","","Robson Street",9288.38,"2001/06/08","316320"
"23","","Magnolia Way",460.00,"2001/06/08","316321"
"21","301037","Congress Street",1832.55,"2001/06/08","316322"
"27","","Robson Street",250.00,"2001/06/08","316323"
"23","938010","Magnolia Way",270.00,"2001/06/08","316324"
"16","559491","Oak Street",1792.92,"2001/06/08","316325"
"23","","Magnolia Way",6474.30,"2001/06/08","316326"
"21","513574","Congress Street",5938.15,"2001/06/08","316327"
"27","","Robson Street",260.00,"2001/06/08","316328"
"27","519311","Robson Street",290.00,"2001/06/08","316329"
"22","","Eighth Avenue",6425.24,"2001/06/08","316330"
"22","641464","Eighth Avenue",430.00,"2001/06/08","316331"
"22","994403","Eighth Avenue",9193.88,"2001/06/08","316332"
"27","559491","Robson Street",130.00,"2001/06/08","316333"
"19","559491","Linden Avenue",4022.76,"2001/06/08","316334"
"27","559491","Robson Street",1790.69,"2001/06/08","316335"
"22","444413","Eighth Avenue",6818.08,"2001/06/08","316336"
"27","815062","Robson Street",6379.61,"2001/06/08","316337"
"22","","Eighth Avenue",110.00,"2001/06/08","316338"
"22","","Eighth Avenue",8104.69,"2001/06/08","316339"
"27","878035","Robson Street",2346.76,"2001/06/08","316340"
"27","815062","Robson Street",290.00,"2001/06/08","316341"
"16","269267","Oak Street",500.00,"2001/06/08","316342"
"19","878035","Linden Avenue",220.00,"2001/06/08","316343"
"27","65003","Robson Street",2818.99,"2001/06/08","316344"
"27","65003","Robson Street",7462.35,"2001/06/08","316345"
"27","359310","Robson Street",9558.72,"2001/06/08","316346"
"27","869033","Robson Street",4803.42,"2001/06/08","316347"
"22","","Eighth Avenue",280.00,"2001/06/08","316348"
"22","202028","Eighth Avenue",140.00,"2001/06/08","316349"
"23","","Magnolia Way",50.00,"2001/06/08","316350"
"27","","Robson Street",500.00,"2001/06/08","316351"
"23","444413","Magnolia Way",1920.21,"2001/06/08","316352"
"22","65003","Eighth Avenue",2832.48,"2001/06/08","316353"
"22","","Eighth Avenue",350.00,"2001/06/08","316354"
"23","504356","Magnolia Way",5721.03,"2001/06/08","316355"
"27","90398","Robson Street",220.00,"2001/06/08","316356"
"21","562270","Congress Street",7755.59,"2001/06/08","316357"
"22","329169","Eighth Avenue",120.00,"2001/06/08","316358"
"23","","Magnolia Way",420.00,"2001/06/08","316359"
"27","812465","Robson Street",9825.94,"2001/06/08","316360"
"27","444413","Robson Street",290.00,"2001/06/08","316361"
"23","113236","Magnolia Way",390.00,"2001/06/08","316362"
"22","","Eighth Avenue",40.00,"2001/06/08","316363"
"27","","Robson Street",6532.57,"2001/06/08","316364"
"22","","Eighth Avenue",2044.16,"2001/06/08","316365"
"22","869033","Eighth Avenue",380.00,"2001/06/08","316366"
"23","","Magnolia Way",50.00,"2001/06/08","316367"
"21","994403","Congress Street",490.00,"2001/06/08","316368"
"27","812465","Robson Street",3457.67,"2001/06/08","316369"
"19","519311","Linden Avenue",220.00,"2001/06/08","316370"
"27","444413","Robson Street",5232.14,"2001/06/08","316371"
"23","","Magnolia Way",3696.59,"2001/06/08","316372"
"21","463451","Congress Street",3279.68,"2001/06/08","316373"
"23","","Magnolia Way",170.00,"2001/06/08","316374"
"27","504356","Robson Street",170.00,"2001/06/08","316375"
"27","641464","Robson Street",140.00,"2001/06/08","316376"
"22","","Eighth Avenue",390.00,"2001/06/08","316377"
"27","559491","Robson Street",140.00,"2001/06/08","316378"
"28","297397","Lamar Boulevard",7164.35,"2001/06/08","316379"
"19","504356","Linden Avenue",130.00,"2001/06/08","316380"
"27","878035","Robson Street",230.00,"2001/06/08","316381"
"27","","Robson Street",140.00,"2001/06/08","316382"
"23","","Magnolia Way",7957.92,"2001/06/08","316383"
"28","222006","Lamar Boulevard",50.00,"2001/06/08","316384"
"22","176437","Eighth Avenue",340.00,"2001/06/08","316385"
"27","878035","Robson Street",5180.80,"2001/06/08","316386"
"21","869033","Congress Street",50.00,"2001/06/08","316387"
"19","","Linden Avenue",8241.12,"2001/06/08","316388"
"27","","Robson Street",6900.72,"2001/06/08","316389"
"23","","Magnolia Way",10.00,"2001/06/08","316390"
"23","","Magnolia Way",390.00,"2001/06/08","316391"
"22","994403","Eighth Avenue",5593.52,"2001/06/08","316392"
"22","","Eighth Avenue",440.00,"2001/06/08","316393"
"22","","Eighth Avenue",40.00,"2001/06/08","316394"
"27","","Robson Street",3757.15,"2001/06/08","316395"
"27","994403","Robson Street",8383.91,"2001/06/08","316396"
"28","","Lamar Boulevard",9855.86,"2001/06/08","316397"
"23","797352","Magnolia Way",6936.91,"2001/06/08","316398"
"27","504356","Robson Street",40.00,"2001/06/08","316399"
"22","","Eighth Avenue",340.00,"2001/06/08","316400"
"28","869033","Lamar Boulevard",2612.61,"2001/06/08","316401"
"19","65003","Linden Avenue",5456.02,"2001/06/08","316402"
"22","","Eighth Avenue",210.00,"2001/06/08","316403"
"23","359310","Magnolia Way",80.00,"2001/06/08","316404"
"23","836004","Magnolia Way",6549.01,"2001/06/08","316405"
"22","","Eighth Avenue",9279.61,"2001/06/08","316406"
"16","","Oak Street",8369.49,"2001/06/08","316407"
"16","836004","Oak Street",290.00,"2001/06/08","316408"
"23","","Magnolia Way",7609.77,"2001/06/08","316409"
"22","501657","Eighth Avenue",30.00,"2001/06/08","316410"
"27","512328","Robson Street",6112.15,"2001/06/08","316411"
"27","641464","Robson Street",4606.06,"2001/06/08","316412"
"23","","Magnolia Way",5427.19,"2001/06/08","316413"
"16","","Oak Street",490.00,"2001/06/08","316414"
"22","359310","Eighth Avenue",5560.13,"2001/06/08","316415"
"21","811002","Congress Street",7403.81,"2001/06/08","316416"
"28","","Lamar Boulevard",3358.20,"2001/06/08","316417"
"22","90398","Eighth Avenue",410.00,"2001/06/08","316418"
"28","","Lamar Boulevard",2821.24,"2001/06/08","316419"
"23","230575","Magnolia Way",330.00,"2001/06/08","316420"
"23","914508","Magnolia Way",90.00,"2001/06/08","316421"
"19","","Linden Avenue",9670.16,"2001/06/08","316422"
"27","562270","Robson Street",622.61,"2001/06/08","316423"
